OCC_CODE,OCC_TITLE,TOT_EMP,A_MEDIAN,A_MEAN,YEAR
41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",1039670.0,56130.0,66760.0,2019
41-4000,"Sales Representatives, Wholesale and Manufacturing",1651500.0,63000.0,75180.0,2019
41-4010,"Sales Representatives, Wholesale and Manufacturing",1651500.0,63000.0,75180.0,2019
41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",306980.0,81020.0,92980.0,2019
41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",1344530.0,59930.0,71110.0,2019
41-9000,Other Sales and Related Workers,611330.0,37220.0,53500.0,2019
41-9010,"Models, Demonstrators, and Product Promoters",80080.0,30890.0,35360.0,2019
41-9011,Demonstrators and Product Promoters,77760.0,30930.0,35320.0,2019
41-9012,Models,2320.0,28350.0,36430.0,2019
41-9020,Real Estate Brokers and Sales Agents,205060.0,50730.0,66100.0,2019
41-9021,Real Estate Brokers,42730.0,59720.0,81450.0,2019
41-9022,Real Estate Sales Agents,162330.0,48930.0,62060.0,2019
41-9030,Sales Engineers,63550.0,103900.0,112780.0,2019
41-9031,Sales Engineers,63550.0,103900.0,112780.0,2019
41-9040,Telemarketers,134800.0,26290.0,29770.0,2019
41-9041,Telemarketers,134800.0,26290.0,29770.0,2019
41-9090,Miscellaneous Sales and Related Workers,127850.0,31480.0,40240.0,2019
41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",8930.0,27420.0,35150.0,2019
41-9099,"Sales and Related Workers, All Other",118910.0,31820.0,40620.0,2019
43-0000,Office and Administrative Support Occupations,19528250.0,37580.0,41040.0,2019
43-1000,Supervisors of Office and Administrative Support Workers,1487870.0,56620.0,60130.0,2019
43-1010,First-Line Supervisors of Office and Administrative Support Workers,1487870.0,56620.0,60130.0,2019
43-1011,First-Line Supervisors of Office and Administrative Support Workers,1487870.0,56620.0,60130.0,2019
43-2000,Communications Equipment Operators,76030.0,31070.0,33890.0,2019
43-2010,"Switchboard Operators, Including Answering Service",68050.0,30610.0,33030.0,2019
43-2011,"Switchboard Operators, Including Answering Service",68050.0,30610.0,33030.0,2019
43-2020,Telephone Operators,4740.0,35750.0,37940.0,2019
43-2021,Telephone Operators,4740.0,35750.0,37940.0,2019
43-2090,Miscellaneous Communications Equipment Operators,3240.0,42790.0,46050.0,2019
43-2099,"Communications Equipment Operators, All Other",3240.0,42790.0,46050.0,2019
43-3000,Financial Clerks,2910660.0,38510.0,40770.0,2019
43-3010,Bill and Account Collectors,235870.0,37000.0,39300.0,2019
43-3011,Bill and Account Collectors,235870.0,37000.0,39300.0,2019
43-3020,Billing and Posting Clerks,466450.0,38740.0,40620.0,2019
43-3021,Billing and Posting Clerks,466450.0,38740.0,40620.0,2019
43-3030,"Bookkeeping, Accounting, and Auditing Clerks",1512660.0,41230.0,42960.0,2019
43-3031,"Bookkeeping, Accounting, and Auditing Clerks",1512660.0,41230.0,42960.0,2019
43-3040,Gambling Cage Workers,14330.0,28040.0,29600.0,2019
43-3041,Gambling Cage Workers,14330.0,28040.0,29600.0,2019
43-3050,Payroll and Timekeeping Clerks,142700.0,46180.0,47390.0,2019
43-3051,Payroll and Timekeeping Clerks,142700.0,46180.0,47390.0,2019
43-3060,Procurement Clerks,66030.0,43310.0,43980.0,2019
43-3061,Procurement Clerks,66030.0,43310.0,43980.0,2019
43-3070,Tellers,442120.0,31230.0,31660.0,2019
43-3071,Tellers,442120.0,31230.0,31660.0,2019
43-3090,Miscellaneous Financial Clerks,30500.0,42420.0,44740.0,2019
43-3099,"Financial Clerks, All Other",30500.0,42420.0,44740.0,2019
43-4000,Information and Record Clerks,5780040.0,34050.0,36580.0,2019
43-4010,Brokerage Clerks,47990.0,52750.0,55190.0,2019
43-4011,Brokerage Clerks,47990.0,52750.0,55190.0,2019
43-4020,Correspondence Clerks,6250.0,38140.0,39570.0,2019
43-4021,Correspondence Clerks,6250.0,38140.0,39570.0,2019
43-4030,"Court, Municipal, and License Clerks",154020.0,39380.0,42030.0,2019
43-4031,"Court, Municipal, and License Clerks",154020.0,39380.0,42030.0,2019
43-4040,"Credit Authorizers, Checkers, and Clerks",26700.0,40100.0,41880.0,2019
43-4041,"Credit Authorizers, Checkers, and Clerks",26700.0,40100.0,41880.0,2019
43-4050,Customer Service Representatives,2919230.0,34710.0,37320.0,2019
43-4051,Customer Service Representatives,2919230.0,34710.0,37320.0,2019
43-4060,"Eligibility Interviewers, Government Programs",139780.0,46590.0,47110.0,2019
43-4061,"Eligibility Interviewers, Government Programs",139780.0,46590.0,47110.0,2019
43-4070,File Clerks,102300.0,32710.0,34610.0,2019
43-4071,File Clerks,102300.0,32710.0,34610.0,2019
43-4080,"Hotel, Motel, and Resort Desk Clerks",267940.0,24470.0,25950.0,2019
43-4081,"Hotel, Motel, and Resort Desk Clerks",267940.0,24470.0,25950.0,2019
43-4110,"Interviewers, Except Eligibility and Loan",188570.0,34970.0,36390.0,2019
43-4111,"Interviewers, Except Eligibility and Loan",188570.0,34970.0,36390.0,2019
43-4120,"Library Assistants, Clerical",85910.0,27490.0,29820.0,2019
43-4121,"Library Assistants, Clerical",85910.0,27490.0,29820.0,2019
43-4130,Loan Interviewers and Clerks,208530.0,40640.0,41960.0,2019
43-4131,Loan Interviewers and Clerks,208530.0,40640.0,41960.0,2019
43-4140,New Accounts Clerks,43420.0,36550.0,38490.0,2019
43-4141,New Accounts Clerks,43420.0,36550.0,38490.0,2019
43-4150,Order Clerks,137180.0,34240.0,36600.0,2019
43-4151,Order Clerks,137180.0,34240.0,36600.0,2019
43-4160,"Human Resources Assistants, Except Payroll and Timekeeping",117340.0,41430.0,42620.0,2019
43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",117340.0,41430.0,42620.0,2019
43-4170,Receptionists and Information Clerks,1057370.0,30050.0,31250.0,2019
43-4171,Receptionists and Information Clerks,1057370.0,30050.0,31250.0,2019
43-4180,Reservation and Transportation Ticket Agents and Travel Clerks,123660.0,38380.0,44390.0,2019
43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,123660.0,38380.0,44390.0,2019
43-4190,Miscellaneous Information and Record Clerks,153850.0,41360.0,42410.0,2019
43-4199,"Information and Record Clerks, All Other",153850.0,41360.0,42410.0,2019
43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",2155080.0,40320.0,43950.0,2019
43-5010,Cargo and Freight Agents,95810.0,43740.0,46770.0,2019
43-5011,Cargo and Freight Agents,95810.0,43740.0,46770.0,2019
43-5020,Couriers and Messengers,74720.0,29690.0,31640.0,2019
43-5021,Couriers and Messengers,74720.0,29690.0,31640.0,2019
43-5030,Dispatchers,294680.0,40780.0,44170.0,2019
43-5031,Public Safety Telecommunicators,95320.0,41910.0,44310.0,2019
43-5032,"Dispatchers, Except Police, Fire, and Ambulance",199360.0,40190.0,44100.0,2019
43-5040,"Meter Readers, Utilities",30450.0,42280.0,46250.0,2019
43-5041,"Meter Readers, Utilities",30450.0,42280.0,46250.0,2019
43-5050,Postal Service Workers,523220.0,52060.0,51740.0,2019
43-5051,Postal Service Clerks,81170.0,48330.0,50610.0,2019
43-5052,Postal Service Mail Carriers,339650.0,51310.0,52180.0,2019
43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",102390.0,60140.0,51190.0,2019
43-5060,"Production, Planning, and Expediting Clerks",370380.0,48260.0,50640.0,2019
43-5061,"Production, Planning, and Expediting Clerks",370380.0,48260.0,50640.0,2019
43-5070,"Shipping, Receiving, and Inventory Clerks",704910.0,34190.0,36030.0,2019
43-5071,"Shipping, Receiving, and Inventory Clerks",704910.0,34190.0,36030.0,2019
43-5110,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",60920.0,35040.0,36650.0,2019
43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",60920.0,35040.0,36650.0,2019
43-6000,Secretaries and Administrative Assistants,3353950.0,39850.0,43410.0,2019
43-6010,Secretaries and Administrative Assistants,3353950.0,39850.0,43410.0,2019
43-6011,Executive Secretaries and Executive Administrative Assistants,542690.0,60890.0,62920.0,2019
43-6012,Legal Secretaries and Administrative Assistants,168140.0,47300.0,50900.0,2019
43-6013,Medical Secretaries and Administrative Assistants,604780.0,36580.0,38090.0,2019
43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",2038340.0,37690.0,39180.0,2019
43-9000,Other Office and Administrative Support Workers,3764620.0,34670.0,36920.0,2019
43-9020,Data Entry and Information Processing Workers,207390.0,34920.0,36440.0,2019
43-9021,Data Entry Keyers,159930.0,33490.0,34820.0,2019
43-9022,Word Processors and Typists,47460.0,40340.0,41880.0,2019
43-9030,Desktop Publishers,8740.0,45390.0,48740.0,2019
43-9031,Desktop Publishers,8740.0,45390.0,48740.0,2019
43-9040,Insurance Claims and Policy Processing Clerks,257000.0,40750.0,43280.0,2019
43-9041,Insurance Claims and Policy Processing Clerks,257000.0,40750.0,43280.0,2019
43-9050,"Mail Clerks and Mail Machine Operators, Except Postal Service",83580.0,30960.0,32620.0,2019
43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",83580.0,30960.0,32620.0,2019
43-9060,"Office Clerks, General",2956060.0,34040.0,36360.0,2019
43-9061,"Office Clerks, General",2956060.0,34040.0,36360.0,2019
43-9070,"Office Machine Operators, Except Computer",45960.0,33450.0,35150.0,2019
43-9071,"Office Machine Operators, Except Computer",45960.0,33450.0,35150.0,2019
43-9080,Proofreaders and Copy Markers,7730.0,40630.0,43200.0,2019
43-9081,Proofreaders and Copy Markers,7730.0,40630.0,43200.0,2019
43-9110,Statistical Assistants,9810.0,49870.0,51640.0,2019
43-9111,Statistical Assistants,9810.0,49870.0,51640.0,2019
43-9190,Miscellaneous Office and Administrative Support Workers,188360.0,35470.0,38290.0,2019
43-9199,"Office and Administrative Support Workers, All Other",188360.0,35470.0,38290.0,2019
45-0000,"Farming, Fishing, and Forestry Occupations",484750.0,27180.0,31340.0,2019
45-1000,"Supervisors of Farming, Fishing, and Forestry Workers",22560.0,48280.0,52520.0,2019
45-1010,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",22560.0,48280.0,52520.0,2019
45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",22560.0,48280.0,52520.0,2019
45-2000,Agricultural Workers,415390.0,26030.0,29120.0,2019
45-2010,Agricultural Inspectors,13760.0,45490.0,47160.0,2019
45-2011,Agricultural Inspectors,13760.0,45490.0,47160.0,2019
45-2020,Animal Breeders,1610.0,42920.0,46420.0,2019
45-2021,Animal Breeders,1610.0,42920.0,46420.0,2019
45-2040,"Graders and Sorters, Agricultural Products",34340.0,25670.0,27570.0,2019
45-2041,"Graders and Sorters, Agricultural Products",34340.0,25670.0,27570.0,2019
45-2090,Miscellaneous Agricultural Workers,365680.0,25820.0,28510.0,2019
45-2091,Agricultural Equipment Operators,26990.0,31950.0,33300.0,2019
45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",295520.0,25440.0,27780.0,2019
45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",36630.0,27830.0,29880.0,2019
45-2099,"Agricultural Workers, All Other",6540.0,29590.0,33930.0,2019
45-4000,"Forest, Conservation, and Logging Workers",44720.0,39090.0,41130.0,2019
45-4010,Forest and Conservation Workers,6760.0,31770.0,32790.0,2019
45-4011,Forest and Conservation Workers,6760.0,31770.0,32790.0,2019
45-4020,Logging Workers,37960.0,41230.0,42620.0,2019
45-4021,Fallers,4890.0,44650.0,49670.0,2019
45-4022,Logging Equipment Operators,26030.0,41440.0,42060.0,2019
45-4023,Log Graders and Scalers,3300.0,37280.0,39110.0,2019
45-4029,"Logging Workers, All Other",3750.0,39780.0,40390.0,2019
47-0000,Construction and Extraction Occupations,6194140.0,47430.0,52580.0,2019
47-1000,Supervisors of Construction and Extraction Workers,626180.0,66210.0,71440.0,2019
47-1010,First-Line Supervisors of Construction Trades and Extraction Workers,626180.0,66210.0,71440.0,2019
47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,626180.0,66210.0,71440.0,2019
47-2000,Construction Trades Workers,4617440.0,46340.0,51330.0,2019
47-2010,Boilermakers,15820.0,63100.0,65040.0,2019
47-2011,Boilermakers,15820.0,63100.0,65040.0,2019
47-2020,"Brickmasons, Blockmasons, and Stonemasons",73040.0,51550.0,55040.0,2019
47-2021,Brickmasons and Blockmasons,60650.0,53100.0,56470.0,2019
47-2022,Stonemasons,12390.0,43280.0,48070.0,2019
47-2030,Carpenters,734170.0,48330.0,52850.0,2019
47-2031,Carpenters,734170.0,48330.0,52850.0,2019
47-2040,"Carpet, Floor, and Tile Installers and Finishers",87700.0,42050.0,46680.0,2019
47-2041,Carpet Installers,26010.0,40090.0,45320.0,2019
47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",16290.0,44240.0,48610.0,2019
47-2043,Floor Sanders and Finishers,4940.0,39610.0,42300.0,2019
47-2044,Tile and Stone Setters,40470.0,43050.0,47300.0,2019
47-2050,"Cement Masons, Concrete Finishers, and Terrazzo Workers",199090.0,44870.0,48450.0,2019
47-2051,Cement Masons and Concrete Finishers,196120.0,44810.0,48330.0,2019
47-2053,Terrazzo Workers and Finishers,2970.0,52180.0,56340.0,2019
47-2060,Construction Laborers,1020350.0,36860.0,41730.0,2019
47-2061,Construction Laborers,1020350.0,36860.0,41730.0,2019
47-2070,Construction Equipment Operators,455050.0,48160.0,53370.0,2019
47-2071,"Paving, Surfacing, and Tamping Equipment Operators",45770.0,40130.0,44630.0,2019
47-2072,Pile Driver Operators,3540.0,62600.0,70230.0,2019
47-2073,Operating Engineers and Other Construction Equipment Operators,405750.0,48980.0,54210.0,2019
47-2080,"Drywall Installers, Ceiling Tile Installers, and Tapers",120820.0,47360.0,52190.0,2019
47-2081,Drywall and Ceiling Tile Installers,102850.0,45700.0,50560.0,2019
47-2082,Tapers,17970.0,59070.0,61550.0,2019
47-2110,Electricians,688620.0,56180.0,60370.0,2019
47-2111,Electricians,688620.0,56180.0,60370.0,2019
47-2120,Glaziers,52400.0,44630.0,49810.0,2019
47-2121,Glaziers,52400.0,44630.0,49810.0,2019
47-2130,Insulation Workers,60220.0,44180.0,49090.0,2019
47-2131,"Insulation Workers, Floor, Ceiling, and Wall",33550.0,40380.0,45100.0,2019
47-2132,"Insulation Workers, Mechanical",26670.0,48690.0,54120.0,2019
47-2140,Painters and Paperhangers,236140.0,40280.0,44630.0,2019
47-2141,"Painters, Construction and Maintenance",232760.0,40280.0,44640.0,2019
47-2142,Paperhangers,3380.0,40520.0,44470.0,2019
47-2150,"Pipelayers, Plumbers, Pipefitters, and Steamfitters",479140.0,53900.0,58570.0,2019
47-2151,Pipelayers,36270.0,38820.0,43600.0,2019
47-2152,"Plumbers, Pipefitters, and Steamfitters",442870.0,55160.0,59800.0,2019
47-2160,Plasterers and Stucco Masons,27360.0,45440.0,49710.0,2019
47-2161,Plasterers and Stucco Masons,27360.0,45440.0,49710.0,2019
47-2170,Reinforcing Iron and Rebar Workers,18870.0,49100.0,54650.0,2019
47-2171,Reinforcing Iron and Rebar Workers,18870.0,49100.0,54650.0,2019
47-2180,Roofers,129690.0,42100.0,45820.0,2019
47-2181,Roofers,129690.0,42100.0,45820.0,2019
47-2210,Sheet Metal Workers,131300.0,50400.0,54480.0,2019
47-2211,Sheet Metal Workers,131300.0,50400.0,54480.0,2019
47-2220,Structural Iron and Steel Workers,76570.0,55040.0,59170.0,2019
47-2221,Structural Iron and Steel Workers,76570.0,55040.0,59170.0,2019
47-2230,Solar Photovoltaic Installers,11080.0,44890.0,46850.0,2019
47-2231,Solar Photovoltaic Installers,11080.0,44890.0,46850.0,2019
47-3000,"Helpers, Construction Trades",242400.0,32720.0,34300.0,2019
47-3010,"Helpers, Construction Trades",242400.0,32720.0,34300.0,2019
47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",23480.0,35410.0,38440.0,2019
47-3012,Helpers--Carpenters,32920.0,33060.0,33830.0,2019
47-3013,Helpers--Electricians,79260.0,32830.0,34300.0,2019
47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",10850.0,31340.0,32930.0,2019
47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",58400.0,32100.0,33750.0,2019
47-3016,Helpers--Roofers,8960.0,32110.0,33350.0,2019
47-3019,"Helpers, Construction Trades, All Other",28530.0,31910.0,33400.0,2019
47-4000,Other Construction and Related Workers,437730.0,46510.0,51600.0,2019
47-4010,Construction and Building Inspectors,110420.0,60710.0,64390.0,2019
47-4011,Construction and Building Inspectors,110420.0,60710.0,64390.0,2019
47-4020,Elevator and Escalator Installers and Repairers,28350.0,84990.0,83250.0,2019
47-4021,Elevator and Escalator Installers and Repairers,28350.0,84990.0,83250.0,2019
47-4030,Fence Erectors,25900.0,35800.0,38600.0,2019
47-4031,Fence Erectors,25900.0,35800.0,38600.0,2019
47-4040,Hazardous Materials Removal Workers,44240.0,43900.0,47740.0,2019
47-4041,Hazardous Materials Removal Workers,44240.0,43900.0,47740.0,2019
47-4050,Highway Maintenance Workers,150860.0,40730.0,42410.0,2019
47-4051,Highway Maintenance Workers,150860.0,40730.0,42410.0,2019
47-4060,Rail-Track Laying and Maintenance Equipment Operators,16180.0,56100.0,57160.0,2019
47-4061,Rail-Track Laying and Maintenance Equipment Operators,16180.0,56100.0,57160.0,2019
47-4070,Septic Tank Servicers and Sewer Pipe Cleaners,29750.0,39870.0,42760.0,2019
47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,29750.0,39870.0,42760.0,2019
47-4090,Miscellaneous Construction and Related Workers,32040.0,39720.0,44030.0,2019
47-4090,Miscellaneous Construction and Related Workers,32040.0,39720.0,44030.0,2019
47-5000,Extraction Workers,270390.0,44940.0,48180.0,2019
47-5010,"Derrick, Rotary Drill, and Service Unit Operators, Oil and Gas",84880.0,48340.0,52320.0,2019
47-5011,"Derrick Operators, Oil and Gas",12110.0,46990.0,48030.0,2019
47-5012,"Rotary Drill Operators, Oil and Gas",21010.0,54980.0,57070.0,2019
47-5013,"Service Unit Operators, Oil and Gas",51760.0,46740.0,51390.0,2019
47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",44090.0,44800.0,48580.0,2019
47-5041,Continuous Mining Machine Operators,14630.0,55280.0,56530.0,2019
47-5043,"Roof Bolters, Mining",3140.0,59090.0,59560.0,2019
47-5044,"Loading and Moving Machine Operators, Underground Mining",4200.0,54210.0,53730.0,2019
47-5050,"Rock Splitters, Quarry",5080.0,36070.0,37390.0,2019
47-5051,"Rock Splitters, Quarry",5080.0,36070.0,37390.0,2019
47-5070,"Roustabouts, Oil and Gas",58930.0,38910.0,41280.0,2019
47-5071,"Roustabouts, Oil and Gas",58930.0,38910.0,41280.0,2019
47-5080,Helpers--Extraction Workers,16700.0,37120.0,38390.0,2019
47-5081,Helpers--Extraction Workers,16700.0,37120.0,38390.0,2019
47-5097,"Earth Drillers, Except Oil and Gas; and Explosives Workers, Ordnance Handling Experts, and Blasters",24940.0,46250.0,48890.0,2019
47-5098,"Underground Mining Machine Operators and Extraction Workers, All Other",13790.0,50160.0,52280.0,2019
49-0000,"Installation, Maintenance, and Repair Occupations",5713450.0,46630.0,50130.0,2019
49-1000,"Supervisors of Installation, Maintenance, and Repair Workers",485700.0,67460.0,70550.0,2019
49-1010,"First-Line Supervisors of Mechanics, Installers, and Repairers",485700.0,67460.0,70550.0,2019
49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",485700.0,67460.0,70550.0,2019
49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",557620.0,52570.0,54630.0,2019
49-2010,"Computer, Automated Teller, and Office Machine Repairers",98260.0,39530.0,42070.0,2019
49-2011,"Computer, Automated Teller, and Office Machine Repairers",98260.0,39530.0,42070.0,2019
49-2020,Radio and Telecommunications Equipment Installers and Repairers,222850.0,57730.0,58510.0,2019
49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",14370.0,55380.0,57820.0,2019
49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",208480.0,57910.0,58560.0,2019
49-2090,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",236500.0,54370.0,56200.0,2019
49-2091,Avionics Technicians,21750.0,65700.0,66970.0,2019
49-2092,"Electric Motor, Power Tool, and Related Repairers",15890.0,44070.0,46620.0,2019
49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",9790.0,62530.0,63670.0,2019
49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",58930.0,59300.0,60360.0,2019
49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",22650.0,82780.0,81280.0,2019
49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",10310.0,37380.0,38910.0,2019
49-2097,Audiovisual Equipment Installers and Repairers,25590.0,39510.0,42130.0,2019
49-2098,Security and Fire Alarm Systems Installers,71600.0,48970.0,50210.0,2019
49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",1638920.0,44590.0,47440.0,2019
49-3010,Aircraft Mechanics and Service Technicians,133310.0,64090.0,67110.0,2019
49-3011,Aircraft Mechanics and Service Technicians,133310.0,64090.0,67110.0,2019
49-3020,Automotive Technicians and Repairers,818920.0,42150.0,45150.0,2019
49-3021,Automotive Body and Related Repairers,144180.0,43580.0,47390.0,2019
49-3022,Automotive Glass Installers and Repairers,19410.0,35790.0,37440.0,2019
49-3023,Automotive Service Technicians and Mechanics,655330.0,42090.0,44890.0,2019
49-3030,Bus and Truck Mechanics and Diesel Engine Specialists,266330.0,48500.0,50360.0,2019
49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,266330.0,48500.0,50360.0,2019
49-3040,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,210020.0,51590.0,53140.0,2019
49-3041,Farm Equipment Mechanics and Service Technicians,36290.0,42200.0,43630.0,2019
49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",147800.0,53370.0,54840.0,2019
49-3043,Rail Car Repairers,25930.0,56390.0,56810.0,2019
49-3050,Small Engine Mechanics,70690.0,37840.0,40050.0,2019
49-3051,Motorboat Mechanics and Service Technicians,22940.0,41330.0,43440.0,2019
49-3052,Motorcycle Mechanics,15590.0,37600.0,39970.0,2019
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,32160.0,36100.0,37670.0,2019
49-3090,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",139640.0,29520.0,31710.0,2019
49-3091,Bicycle Repairers,13190.0,30330.0,31360.0,2019
49-3092,Recreational Vehicle Service Technicians,15580.0,38570.0,41660.0,2019
49-3093,Tire Repairers and Changers,110880.0,28640.0,30350.0,2019
49-9000,"Other Installation, Maintenance, and Repair Occupations",3031220.0,44100.0,47480.0,2019
49-9010,Control and Valve Installers and Repairers,75320.0,50640.0,54970.0,2019
49-9011,Mechanical Door Repairers,23050.0,41570.0,43740.0,2019
49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",52270.0,58100.0,59920.0,2019
49-9020,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",342040.0,48730.0,51420.0,2019
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",342040.0,48730.0,51420.0,2019
49-9030,Home Appliance Repairers,31100.0,40260.0,42400.0,2019
49-9031,Home Appliance Repairers,31100.0,40260.0,42400.0,2019
49-9040,"Industrial Machinery Installation, Repair, and Maintenance Workers",508660.0,52860.0,54640.0,2019
49-9041,Industrial Machinery Mechanics,387630.0,53590.0,55320.0,2019
49-9043,"Maintenance Workers, Machinery",72890.0,47520.0,49450.0,2019
49-9044,Millwrights,47320.0,55560.0,57050.0,2019
49-9045,"Refractory Materials Repairers, Except Brickmasons",820.0,53990.0,55750.0,2019
49-9050,Line Installers and Repairers,232560.0,65700.0,65570.0,2019
49-9051,Electrical Power-Line Installers and Repairers,111660.0,72520.0,71960.0,2019
49-9052,Telecommunications Line Installers and Repairers,120900.0,56750.0,59670.0,2019
49-9060,Precision Instrument and Equipment Repairers,71360.0,48440.0,51700.0,2019
49-9061,Camera and Photographic Equipment Repairers,3620.0,38880.0,40720.0,2019
49-9062,Medical Equipment Repairers,46370.0,49280.0,53130.0,2019
49-9063,Musical Instrument Repairers and Tuners,8020.0,36650.0,39750.0,2019
49-9064,Watch and Clock Repairers,2780.0,42520.0,45280.0,2019
49-9069,"Precision Instrument and Equipment Repairers, All Other",10570.0,58720.0,59940.0,2019
49-9070,"Maintenance and Repair Workers, General",1418990.0,39080.0,41960.0,2019
49-9071,"Maintenance and Repair Workers, General",1418990.0,39080.0,41960.0,2019
49-9080,Wind Turbine Service Technicians,5960.0,52910.0,56700.0,2019
49-9081,Wind Turbine Service Technicians,5960.0,52910.0,56700.0,2019
49-9090,"Miscellaneous Installation, Maintenance, and Repair Workers",345230.0,37250.0,41310.0,2019
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",31370.0,35420.0,37380.0,2019
49-9092,Commercial Divers,3420.0,49980.0,67100.0,2019
49-9094,Locksmiths and Safe Repairers,17010.0,41940.0,44460.0,2019
49-9095,Manufactured Building and Mobile Home Installers,2810.0,33890.0,34300.0,2019
49-9096,Riggers,23000.0,50860.0,52420.0,2019
49-9097,Signal and Track Switch Repairers,6860.0,73890.0,72690.0,2019
49-9098,"Helpers--Installation, Maintenance, and Repair Workers",99460.0,30530.0,32570.0,2019
49-9099,"Installation, Maintenance, and Repair Workers, All Other",161290.0,39830.0,43800.0,2019
51-0000,Production Occupations,9158980.0,36000.0,40140.0,2019
51-1000,Supervisors of Production Workers,631100.0,61310.0,65220.0,2019
51-1010,First-Line Supervisors of Production and Operating Workers,631100.0,61310.0,65220.0,2019
51-1011,First-Line Supervisors of Production and Operating Workers,631100.0,61310.0,65220.0,2019
51-2000,Assemblers and Fabricators,1856870.0,33710.0,36310.0,2019
51-2010,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",42940.0,54210.0,56460.0,2019
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",42940.0,54210.0,56460.0,2019
51-2020,"Electrical, Electronics, and Electromechanical Assemblers",297880.0,34880.0,37010.0,2019
51-2021,"Coil Winders, Tapers, and Finishers",12690.0,36520.0,38760.0,2019
51-2028,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",285190.0,34810.0,36930.0,2019
51-2030,Engine and Other Machine Assemblers,45980.0,45660.0,46570.0,2019
51-2031,Engine and Other Machine Assemblers,45980.0,45660.0,46570.0,2019
51-2040,Structural Metal Fabricators and Fitters,76890.0,40390.0,43000.0,2019
51-2041,Structural Metal Fabricators and Fitters,76890.0,40390.0,43000.0,2019
51-2050,Fiberglass Laminators and Fabricators,20010.0,35480.0,36970.0,2019
51-2051,Fiberglass Laminators and Fabricators,20010.0,35480.0,36970.0,2019
51-2060,Timing Device Assemblers and Adjusters,1260.0,35080.0,38110.0,2019
51-2061,Timing Device Assemblers and Adjusters,1260.0,35080.0,38110.0,2019
51-2090,Miscellaneous Assemblers and Fabricators,1371920.0,32350.0,34800.0,2019
51-2090,Miscellaneous Assemblers and Fabricators,1371920.0,32350.0,34800.0,2019
51-3000,Food Processing Workers,802290.0,29320.0,31080.0,2019
51-3010,Bakers,184990.0,27700.0,29630.0,2019
51-3011,Bakers,184990.0,27700.0,29630.0,2019
51-3020,"Butchers and Other Meat, Poultry, and Fish Processing Workers",364150.0,29520.0,30920.0,2019
51-3021,Butchers and Meat Cutters,136770.0,32500.0,34010.0,2019
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",153990.0,28100.0,28810.0,2019
