OCC_CODE,OCC_TITLE,TOT_EMP,A_MEDIAN,A_MEAN,YEAR
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",356960.0,48630.0,54690.0,2021
49-9030,Home Appliance Repairers,28120.0,44320.0,45340.0,2021
49-9031,Home Appliance Repairers,28120.0,44320.0,45340.0,2021
49-9040,"Industrial Machinery Installation, Repair, and Maintenance Workers",470650.0,59380.0,58350.0,2021
49-9041,Industrial Machinery Mechanics,373090.0,59840.0,58780.0,2021
49-9043,"Maintenance Workers, Machinery",57660.0,48900.0,53570.0,2021
49-9044,Millwrights,39240.0,60330.0,61260.0,2021
49-9045,"Refractory Materials Repairers, Except Brickmasons",660.0,54250.0,54760.0,2021
49-9050,Line Installers and Repairers,225460.0,74530.0,71500.0,2021
49-9051,Electrical Power-Line Installers and Repairers,123940.0,78310.0,79060.0,2021
49-9052,Telecommunications Line Installers and Repairers,101530.0,60190.0,62250.0,2021
49-9060,Precision Instrument and Equipment Repairers,74530.0,48630.0,54870.0,2021
49-9061,Camera and Photographic Equipment Repairers,2340.0,38200.0,44260.0,2021
49-9062,Medical Equipment Repairers,53400.0,49910.0,56420.0,2021
49-9063,Musical Instrument Repairers and Tuners,5710.0,37160.0,39740.0,2021
49-9064,Watch and Clock Repairers,1970.0,44250.0,45460.0,2021
49-9069,"Precision Instrument and Equipment Repairers, All Other",11110.0,57670.0,59070.0,2021
49-9070,"Maintenance and Repair Workers, General",1416740.0,43180.0,44920.0,2021
49-9071,"Maintenance and Repair Workers, General",1416740.0,43180.0,44920.0,2021
49-9080,Wind Turbine Service Technicians,10100.0,56260.0,58580.0,2021
49-9081,Wind Turbine Service Technicians,10100.0,56260.0,58580.0,2021
49-9090,"Miscellaneous Installation, Maintenance, and Repair Workers",327750.0,38030.0,43710.0,2021
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",27540.0,39040.0,42010.0,2021
49-9092,Commercial Divers,2670.0,60360.0,82010.0,2021
49-9094,Locksmiths and Safe Repairers,15380.0,46910.0,47810.0,2021
49-9095,Manufactured Building and Mobile Home Installers,3530.0,36360.0,35830.0,2021
49-9096,Riggers,17980.0,48130.0,52100.0,2021
49-9097,Signal and Track Switch Repairers,8090.0,80570.0,74220.0,2021
49-9098,"Helpers--Installation, Maintenance, and Repair Workers",88480.0,33100.0,35090.0,2021
49-9099,"Installation, Maintenance, and Repair Workers, All Other",164070.0,42570.0,45380.0,2021
51-0000,Production Occupations,8408030.0,37710.0,43070.0,2021
51-1000,Supervisors of Production Workers,629420.0,61790.0,67330.0,2021
51-1010,First-Line Supervisors of Production and Operating Workers,629420.0,61790.0,67330.0,2021
51-1011,First-Line Supervisors of Production and Operating Workers,629420.0,61790.0,67330.0,2021
51-2000,Assemblers and Fabricators,1769890.0,37170.0,39000.0,2021
51-2010,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",33320.0,49480.0,55380.0,2021
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",33320.0,49480.0,55380.0,2021
51-2020,"Electrical, Electronics, and Electromechanical Assemblers",283010.0,37460.0,39740.0,2021
51-2021,"Coil Winders, Tapers, and Finishers",11090.0,38360.0,42460.0,2021
51-2028,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",271920.0,37460.0,39630.0,2021
51-2030,Engine and Other Machine Assemblers,45990.0,47440.0,48110.0,2021
51-2031,Engine and Other Machine Assemblers,45990.0,47440.0,48110.0,2021
51-2040,Structural Metal Fabricators and Fitters,61070.0,45480.0,45730.0,2021
51-2041,Structural Metal Fabricators and Fitters,61070.0,45480.0,45730.0,2021
51-2050,Fiberglass Laminators and Fabricators,17380.0,37650.0,40360.0,2021
51-2051,Fiberglass Laminators and Fabricators,17380.0,37650.0,40360.0,2021
51-2060,Timing Device Assemblers and Adjusters,560.0,37780.0,44670.0,2021
51-2061,Timing Device Assemblers and Adjusters,560.0,37780.0,44670.0,2021
51-2090,Miscellaneous Assemblers and Fabricators,1328550.0,36590.0,37780.0,2021
51-2090,Miscellaneous Assemblers and Fabricators,1328550.0,36590.0,37780.0,2021
51-3000,Food Processing Workers,795640.0,30480.0,33830.0,2021
51-3010,Bakers,181800.0,29750.0,32300.0,2021
51-3011,Bakers,181800.0,29750.0,32300.0,2021
51-3020,"Butchers and Other Meat, Poultry, and Fish Processing Workers",364480.0,30280.0,33360.0,2021
51-3021,Butchers and Meat Cutters,145930.0,36050.0,35670.0,2021
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",132100.0,29730.0,31680.0,2021
51-3023,Slaughterers and Meat Packers,86450.0,29900.0,32010.0,2021
51-3090,Miscellaneous Food Processing Workers,249360.0,35430.0,35630.0,2021
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",21050.0,35480.0,36280.0,2021
51-3092,Food Batchmakers,155240.0,35780.0,36190.0,2021
51-3093,Food Cooking Machine Operators and Tenders,26710.0,35890.0,35430.0,2021
51-3099,"Food Processing Workers, All Other",46360.0,31890.0,33600.0,2021
51-4000,Metal Workers and Plastic Workers,1633980.0,42960.0,44840.0,2021
51-4020,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic",102640.0,38580.0,42710.0,2021
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",59490.0,37750.0,40520.0,2021
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",11500.0,44520.0,44410.0,2021
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",31650.0,46210.0,46210.0,2021
51-4030,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",288810.0,37720.0,40740.0,2021
51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",179630.0,37630.0,40000.0,2021
51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",6810.0,38580.0,43240.0,2021
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",67750.0,37550.0,40030.0,2021
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",19690.0,44240.0,44270.0,2021
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",14920.0,46850.0,47100.0,2021
51-4040,Machinists,333220.0,47730.0,49020.0,2021
51-4041,Machinists,333220.0,47730.0,49020.0,2021
51-4050,"Metal Furnace Operators, Tenders, Pourers, and Casters",22110.0,46640.0,45990.0,2021
51-4051,Metal-Refining Furnace Operators and Tenders,15540.0,46690.0,46440.0,2021
51-4052,"Pourers and Casters, Metal",6570.0,45850.0,44910.0,2021
51-4060,"Model Makers and Patternmakers, Metal and Plastic",5780.0,49480.0,55740.0,2021
51-4061,"Model Makers, Metal and Plastic",3690.0,55630.0,59080.0,2021
51-4062,"Patternmakers, Metal and Plastic",2090.0,48090.0,49840.0,2021
51-4070,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",176820.0,36590.0,37720.0,2021
51-4071,Foundry Mold and Coremakers,13610.0,37710.0,39980.0,2021
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",163210.0,36370.0,37530.0,2021
51-4080,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",134880.0,37630.0,40830.0,2021
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",134880.0,37630.0,40830.0,2021
51-4110,Tool and Die Makers,63630.0,57000.0,56150.0,2021
51-4111,Tool and Die Makers,63630.0,57000.0,56150.0,2021
51-4120,"Welding, Soldering, and Brazing Workers",427580.0,46910.0,47910.0,2021
51-4121,"Welders, Cutters, Solderers, and Brazers",397600.0,47010.0,48290.0,2021
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",29980.0,38580.0,42950.0,2021
51-4190,Miscellaneous Metal Workers and Plastic Workers,78530.0,37630.0,40940.0,2021
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",14540.0,38450.0,41560.0,2021
51-4192,"Layout Workers, Metal and Plastic",6840.0,51690.0,52340.0,2021
51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",32310.0,37200.0,38580.0,2021
51-4194,"Tool Grinders, Filers, and Sharpeners",6100.0,38430.0,43660.0,2021
51-4199,"Metal Workers and Plastic Workers, All Other",18740.0,36990.0,39480.0,2021
51-5100,Printing Workers,211930.0,37710.0,40660.0,2021
51-5110,Printing Workers,211930.0,37710.0,40660.0,2021
51-5111,Prepress Technicians and Workers,25840.0,42610.0,43800.0,2021
51-5112,Printing Press Operators,145290.0,37770.0,41120.0,2021
51-5113,Print Binding and Finishing Workers,40810.0,36590.0,37060.0,2021
51-6000,"Textile, Apparel, and Furnishings Workers",445950.0,29420.0,31210.0,2021
51-6010,Laundry and Dry-Cleaning Workers,157400.0,28350.0,27830.0,2021
51-6011,Laundry and Dry-Cleaning Workers,157400.0,28350.0,27830.0,2021
51-6020,"Pressers, Textile, Garment, and Related Materials",26910.0,28680.0,28110.0,2021
51-6021,"Pressers, Textile, Garment, and Related Materials",26910.0,28680.0,28110.0,2021
51-6030,Sewing Machine Operators,116220.0,29690.0,30880.0,2021
51-6031,Sewing Machine Operators,116220.0,29690.0,30880.0,2021
51-6040,Shoe and Leather Workers,9240.0,29760.0,32950.0,2021
51-6041,Shoe and Leather Workers and Repairers,5620.0,31450.0,34890.0,2021
51-6042,Shoe Machine Operators and Tenders,3610.0,28560.0,29920.0,2021
51-6050,"Tailors, Dressmakers, and Sewers",21450.0,31180.0,34630.0,2021
51-6051,"Sewers, Hand",4170.0,29930.0,31350.0,2021
51-6052,"Tailors, Dressmakers, and Custom Sewers",17270.0,31420.0,35430.0,2021
51-6060,"Textile Machine Setters, Operators, and Tenders",56700.0,30050.0,33110.0,2021
51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,6240.0,29930.0,31940.0,2021
51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",11970.0,29960.0,33100.0,2021
51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",16330.0,33990.0,33640.0,2021
51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",22160.0,30020.0,33050.0,2021
51-6090,"Miscellaneous Textile, Apparel, and Furnishings Workers",58030.0,37030.0,39050.0,2021
51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",14040.0,37550.0,40600.0,2021
51-6092,Fabric and Apparel Patternmakers,3220.0,58650.0,64070.0,2021
51-6093,Upholsterers,28020.0,37420.0,38220.0,2021
51-6099,"Textile, Apparel, and Furnishings Workers, All Other",12750.0,29750.0,32840.0,2021
51-7000,Woodworkers,230400.0,36680.0,37520.0,2021
51-7010,Cabinetmakers and Bench Carpenters,93070.0,37540.0,40070.0,2021
51-7011,Cabinetmakers and Bench Carpenters,93070.0,37540.0,40070.0,2021
51-7020,Furniture Finishers,16300.0,36580.0,37310.0,2021
51-7021,Furniture Finishers,16300.0,36580.0,37310.0,2021
51-7030,"Model Makers and Patternmakers, Wood",550.0,57410.0,56560.0,2021
51-7031,"Model Makers, Wood",340.0,60780.0,60040.0,2021
51-7032,"Patternmakers, Wood",210.0,46920.0,51020.0,2021
51-7040,"Woodworking Machine Setters, Operators, and Tenders",112560.0,35850.0,35450.0,2021
51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",45350.0,35340.0,35280.0,2021
51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",67210.0,36090.0,35560.0,2021
51-7090,Miscellaneous Woodworkers,7910.0,35610.0,36080.0,2021
51-7099,"Woodworkers, All Other",7910.0,35610.0,36080.0,2021
51-8000,Plant and System Operators,280900.0,61350.0,66210.0,2021
51-8010,"Power Plant Operators, Distributors, and Dispatchers",43440.0,94790.0,89410.0,2021
51-8011,Nuclear Power Reactor Operators,4820.0,104260.0,111220.0,2021
51-8012,Power Distributors and Dispatchers,9660.0,98530.0,95520.0,2021
51-8013,Power Plant Operators,28960.0,80850.0,83740.0,2021
51-8020,Stationary Engineers and Boiler Operators,29820.0,63500.0,70510.0,2021
51-8021,Stationary Engineers and Boiler Operators,29820.0,63500.0,70510.0,2021
51-8030,Water and Wastewater Treatment Plant and System Operators,121150.0,47880.0,52320.0,2021
51-8031,Water and Wastewater Treatment Plant and System Operators,121150.0,47880.0,52320.0,2021
51-8090,Miscellaneous Plant and System Operators,86500.0,76670.0,72540.0,2021
51-8091,Chemical Plant and System Operators,21740.0,70200.0,69020.0,2021
51-8092,Gas Plant Operators,15110.0,77850.0,76970.0,2021
51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",34230.0,79540.0,80500.0,2021
51-8099,"Plant and System Operators, All Other",15420.0,50250.0,55480.0,2021
51-9000,Other Production Occupations,2409900.0,37710.0,41820.0,2021
51-9010,"Chemical Processing Machine Setters, Operators, and Tenders",154790.0,47580.0,50760.0,2021
51-9011,Chemical Equipment Operators and Tenders,106170.0,48090.0,52450.0,2021
51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",48620.0,46030.0,47060.0,2021
51-9020,"Crushing, Grinding, Polishing, Mixing, and Blending Workers",155920.0,38160.0,41900.0,2021
51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",31800.0,38760.0,42790.0,2021
51-9022,"Grinding and Polishing Workers, Hand",15680.0,35670.0,35990.0,2021
51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",108440.0,38420.0,42490.0,2021
51-9030,Cutting Workers,63850.0,37660.0,39300.0,2021
51-9031,"Cutters and Trimmers, Hand",7920.0,30230.0,34330.0,2021
51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",55930.0,37810.0,40010.0,2021
51-9040,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",56570.0,37660.0,40050.0,2021
51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",56570.0,37660.0,40050.0,2021
51-9050,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",14180.0,43710.0,43910.0,2021
51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",14180.0,43710.0,43910.0,2021
51-9060,"Inspectors, Testers, Sorters, Samplers, and Weighers",551380.0,38580.0,44810.0,2021
51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",551380.0,38580.0,44810.0,2021
51-9070,Jewelers and Precious Stone and Metal Workers,24350.0,46640.0,47090.0,2021
51-9071,Jewelers and Precious Stone and Metal Workers,24350.0,46640.0,47090.0,2021
51-9080,Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians,68380.0,39090.0,44770.0,2021
51-9081,Dental Laboratory Technicians,34150.0,45770.0,47320.0,2021
51-9082,Medical Appliance Technicians,15300.0,45280.0,46320.0,2021
51-9083,Ophthalmic Laboratory Technicians,18930.0,37270.0,38910.0,2021
51-9110,Packaging and Filling Machine Operators and Tenders,358640.0,35960.0,36750.0,2021
51-9111,Packaging and Filling Machine Operators and Tenders,358640.0,35960.0,36750.0,2021
51-9120,Painting Workers,157250.0,38670.0,43480.0,2021
51-9123,"Painting, Coating, and Decorating Workers",11850.0,37330.0,38250.0,2021
51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",145410.0,39130.0,43900.0,2021
51-9140,Semiconductor Processing Technicians,24020.0,39870.0,45910.0,2021
51-9141,Semiconductor Processing Technicians,24020.0,39870.0,45910.0,2021
51-9150,Photographic Process Workers and Processing Machine Operators,5740.0,36590.0,40300.0,2021
51-9151,Photographic Process Workers and Processing Machine Operators,5740.0,36590.0,40300.0,2021
51-9160,Computer Numerically Controlled Tool Operators and Programmers,183630.0,47380.0,48500.0,2021
51-9161,Computer Numerically Controlled Tool Operators,157840.0,46640.0,46240.0,2021
51-9162,Computer Numerically Controlled Tool Programmers,25800.0,60780.0,62360.0,2021
51-9190,Miscellaneous Production Workers,591200.0,35840.0,36920.0,2021
51-9191,Adhesive Bonding Machine Operators and Tenders,12510.0,37630.0,38580.0,2021
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",13580.0,35090.0,35820.0,2021
51-9193,Cooling and Freezing Equipment Operators and Tenders,7500.0,40390.0,42910.0,2021
51-9194,Etchers and Engravers,7110.0,36590.0,36970.0,2021
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",38420.0,37500.0,39020.0,2021
51-9196,"Paper Goods Machine Setters, Operators, and Tenders",87480.0,44820.0,44180.0,2021
51-9197,Tire Builders,17240.0,47940.0,47840.0,2021
51-9198,Helpers--Production Workers,202860.0,30000.0,32910.0,2021
51-9199,"Production Workers, All Other",204500.0,32930.0,36230.0,2021
53-0000,Transportation and Material Moving Occupations,12639920.0,36860.0,41340.0,2021
53-1000,Supervisors of Transportation and Material Moving Workers,557850.0,54830.0,58630.0,2021
53-1040,First-Line Supervisors of Transportation and Material Moving Workers,557850.0,54830.0,58630.0,2021
53-1041,Aircraft Cargo Handling Supervisors,8590.0,53540.0,62080.0,2021
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",549260.0,54850.0,58580.0,2021
53-2000,Air Transportation Workers,254820.0,82170.0,119590.0,2021
53-2010,Aircraft Pilots and Flight Engineers,124080.0,134630.0,169540.0,2021
53-2011,"Airline Pilots, Copilots, and Flight Engineers",81310.0,202180.0,198190.0,2021
53-2012,Commercial Pilots,42770.0,99640.0,115080.0,2021
53-2020,Air Traffic Controllers and Airfield Operations Specialists,33830.0,90600.0,100510.0,2021
53-2021,Air Traffic Controllers,21230.0,129750.0,127920.0,2021
53-2022,Airfield Operations Specialists,12610.0,47880.0,54360.0,2021
53-2030,Flight Attendants,96900.0,61640.0,62280.0,2021
53-2031,Flight Attendants,96900.0,61640.0,62280.0,2021
53-3000,Motor Vehicle Operators,4147650.0,42670.0,44330.0,2021
53-3010,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",11710.0,29120.0,31060.0,2021
53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",11710.0,29120.0,31060.0,2021
53-3030,Driver/Sales Workers and Truck Drivers,3390490.0,45580.0,45460.0,2021
53-3031,Driver/Sales Workers,477020.0,29280.0,31970.0,2021
53-3032,Heavy and Tractor-Trailer Truck Drivers,1903420.0,48310.0,50340.0,2021
53-3033,Light Truck Drivers,1010040.0,38280.0,42630.0,2021
53-3050,Passenger Vehicle Drivers,696760.0,37540.0,39640.0,2021
53-3051,"Bus Drivers, School",361420.0,37910.0,38750.0,2021
53-3052,"Bus Drivers, Transit and Intercity",145720.0,48620.0,51310.0,2021
53-3053,Shuttle Drivers and Chauffeurs,175660.0,30000.0,32570.0,2021
53-3054,Taxi Drivers,13950.0,29310.0,30050.0,2021
53-3090,Miscellaneous Motor Vehicle Operators,48690.0,30600.0,36410.0,2021
53-3099,"Motor Vehicle Operators, All Other",48690.0,30600.0,36410.0,2021
53-4000,Rail Transportation Workers,119120.0,64170.0,68330.0,2021
53-4010,Locomotive Engineers and Operators,43440.0,78680.0,71410.0,2021
53-4011,Locomotive Engineers,38980.0,79740.0,72940.0,2021
53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",4460.0,61090.0,58070.0,2021
53-4020,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",16200.0,63840.0,63050.0,2021
53-4022,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",16200.0,63840.0,63050.0,2021
53-4030,Railroad Conductors and Yardmasters,48030.0,63960.0,66990.0,2021
53-4031,Railroad Conductors and Yardmasters,48030.0,63960.0,66990.0,2021
53-4040,Subway and Streetcar Operators,10310.0,81180.0,71520.0,2021
53-4041,Subway and Streetcar Operators,10310.0,81180.0,71520.0,2021
53-4090,Miscellaneous Rail Transportation Workers,1140.0,47590.0,54140.0,2021
53-4099,"Rail Transportation Workers, All Other",1140.0,47590.0,54140.0,2021
53-5000,Water Transportation Workers,70480.0,62760.0,80780.0,2021
53-5010,Sailors and Marine Oilers,26610.0,46720.0,57800.0,2021
53-5011,Sailors and Marine Oilers,26610.0,46720.0,57800.0,2021
53-5020,Ship and Boat Captains and Operators,36220.0,80010.0,94250.0,2021
53-5021,"Captains, Mates, and Pilots of Water Vessels",33490.0,81640.0,98330.0,2021
53-5022,Motorboat Operators,2740.0,38670.0,44410.0,2021
53-5030,Ship Engineers,7650.0,82410.0,96910.0,2021
53-5031,Ship Engineers,7650.0,82410.0,96910.0,2021
53-6000,Other Transportation Workers,286680.0,29940.0,35900.0,2021
53-6010,Bridge and Lock Tenders,4040.0,45390.0,44760.0,2021
53-6011,Bridge and Lock Tenders,4040.0,45390.0,44760.0,2021
53-6020,Parking Attendants,91160.0,29240.0,29210.0,2021
53-6021,Parking Attendants,91160.0,29240.0,29210.0,2021
53-6030,Transportation Service Attendants,123660.0,29570.0,30810.0,2021
53-6031,Automotive and Watercraft Service Attendants,111480.0,29330.0,29960.0,2021
53-6032,Aircraft Service Attendants,12170.0,36390.0,38640.0,2021
53-6040,Traffic Technicians,7770.0,48610.0,53210.0,2021
53-6041,Traffic Technicians,7770.0,48610.0,53210.0,2021
53-6050,Transportation Inspectors,25070.0,79770.0,77620.0,2021
53-6051,Transportation Inspectors,25070.0,79770.0,77620.0,2021
53-6060,Passenger Attendants,21240.0,30470.0,34380.0,2021
53-6061,Passenger Attendants,21240.0,30470.0,34380.0,2021
53-6090,Miscellaneous Transportation Workers,13750.0,36880.0,39990.0,2021
53-6099,"Transportation Workers, All Other",13750.0,36880.0,39990.0,2021
53-7000,Material Moving Workers,7203320.0,31010.0,34900.0,2021
53-7010,Conveyor Operators and Tenders,28650.0,36420.0,37010.0,2021
53-7011,Conveyor Operators and Tenders,28650.0,36420.0,37010.0,2021
53-7020,Crane and Tower Operators,43400.0,62240.0,65270.0,2021
53-7021,Crane and Tower Operators,43400.0,62240.0,65270.0,2021
53-7030,Dredge Operators,1650.0,46210.0,50530.0,2021
53-7031,Dredge Operators,1650.0,46210.0,50530.0,2021
53-7040,Hoist and Winch Operators,2610.0,52300.0,58450.0,2021
53-7041,Hoist and Winch Operators,2610.0,52300.0,58450.0,2021
53-7050,Industrial Truck and Tractor Operators,758290.0,38380.0,40950.0,2021
53-7051,Industrial Truck and Tractor Operators,758290.0,38380.0,40950.0,2021
53-7060,Laborers and Material Movers,6178560.0,30320.0,33570.0,2021
53-7061,Cleaners of Vehicles and Equipment,351960.0,29280.0,30550.0,2021
53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",2729010.0,31230.0,34950.0,2021
53-7063,Machine Feeders and Offbearers,60880.0,37010.0,36660.0,2021
53-7064,"Packers and Packagers, Hand",585270.0,29940.0,30950.0,2021
53-7065,Stockers and Order Fillers,2451430.0,30110.0,33020.0,2021
53-7070,Pumping Station Operators,29550.0,62090.0,62590.0,2021
53-7071,Gas Compressor and Gas Pumping Station Operators,2910.0,70720.0,67130.0,2021
53-7072,"Pump Operators, Except Wellhead Pumpers",10600.0,49580.0,54400.0,2021
53-7073,Wellhead Pumpers,16040.0,63740.0,67170.0,2021
53-7080,Refuse and Recyclable Material Collectors,126050.0,38500.0,42780.0,2021
53-7081,Refuse and Recyclable Material Collectors,126050.0,38500.0,42780.0,2021
53-7120,"Tank Car, Truck, and Ship Loaders",12090.0,49390.0,55330.0,2021
53-7121,"Tank Car, Truck, and Ship Loaders",12090.0,49390.0,55330.0,2021
53-7190,Miscellaneous Material Moving Workers,22470.0,36150.0,40190.0,2021
53-7199,"Material Moving Workers, All Other",22470.0,36150.0,40190.0,2021
00-0000,All Occupations,147886000.0,46310.0,61900.0,2022
11-0000,Management Occupations,9860740.0,107360.0,131200.0,2022
11-1000,Top Executives,3618820.0,99890.0,129050.0,2022
11-1010,Chief Executives,199240.0,189520.0,246440.0,2022
11-1011,Chief Executives,199240.0,189520.0,246440.0,2022
11-1020,General and Operations Managers,3376680.0,98100.0,122860.0,2022
11-1021,General and Operations Managers,3376680.0,98100.0,122860.0,2022
11-1030,Legislators,42890.0,48090.0,71100.0,2022
11-1031,Legislators,42890.0,48090.0,71100.0,2022
11-2000,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",977490.0,132820.0,152320.0,2022
11-2010,Advertising and Promotions Managers,22010.0,127830.0,147050.0,2022
11-2011,Advertising and Promotions Managers,22010.0,127830.0,147050.0,2022
11-2020,Marketing and Sales Managers,864970.0,133880.0,153470.0,2022
11-2021,Marketing Managers,328570.0,140040.0,158280.0,2022
11-2022,Sales Managers,536390.0,130600.0,150530.0,2022
11-2030,Public Relations and Fundraising Managers,90510.0,125620.0,142610.0,2022
11-2032,Public Relations Managers,64280.0,129430.0,150030.0,2022
11-2033,Fundraising Managers,26240.0,107390.0,124450.0,2022
11-3000,Operations Specialties Managers,2322010.0,130950.0,148190.0,2022
11-3010,Administrative Services and Facilities Managers,353550.0,101870.0,112440.0,2022
11-3012,Administrative Services Managers,236570.0,103330.0,115640.0,2022
11-3013,Facilities Managers,116980.0,99030.0,105970.0,2022
11-3020,Computer and Information Systems Managers,533220.0,164070.0,173670.0,2022
11-3021,Computer and Information Systems Managers,533220.0,164070.0,173670.0,2022
11-3030,Financial Managers,740780.0,139790.0,166050.0,2022
11-3031,Financial Managers,740780.0,139790.0,166050.0,2022
11-3050,Industrial Production Managers,211710.0,107560.0,120900.0,2022
11-3051,Industrial Production Managers,211710.0,107560.0,120900.0,2022
11-3060,Purchasing Managers,75070.0,131350.0,140650.0,2022
11-3061,Purchasing Managers,75070.0,131350.0,140650.0,2022
11-3070,"Transportation, Storage, and Distribution Managers",169910.0,98560.0,108910.0,2022
11-3071,"Transportation, Storage, and Distribution Managers",169910.0,98560.0,108910.0,2022
11-3110,Compensation and Benefits Managers,16850.0,131280.0,143140.0,2022
11-3111,Compensation and Benefits Managers,16850.0,131280.0,143140.0,2022
11-3120,Human Resources Managers,181360.0,130000.0,145750.0,2022
11-3121,Human Resources Managers,181360.0,130000.0,145750.0,2022
11-3130,Training and Development Managers,39550.0,120000.0,132100.0,2022
11-3131,Training and Development Managers,39550.0,120000.0,132100.0,2022
11-9000,Other Management Occupations,2942420.0,99740.0,113420.0,2022
11-9010,"Farmers, Ranchers, and Other Agricultural Managers",6250.0,75760.0,83790.0,2022
11-9013,"Farmers, Ranchers, and Other Agricultural Managers",6250.0,75760.0,83790.0,2022
11-9020,Construction Managers,303220.0,101480.0,112790.0,2022
11-9021,Construction Managers,303220.0,101480.0,112790.0,2022
11-9030,Education and Childcare Administrators,563170.0,97920.0,103370.0,2022
11-9031,"Education and Childcare Administrators, Preschool and Daycare",60010.0,49690.0,57610.0,2022
11-9032,"Education Administrators, Kindergarten through Secondary",285910.0,101320.0,106690.0,2022
11-9033,"Education Administrators, Postsecondary",167060.0,99940.0,115180.0,2022
11-9039,"Education Administrators, All Other",50180.0,89130.0,99820.0,2022
11-9040,Architectural and Engineering Managers,197180.0,159920.0,163310.0,2022
11-9041,Architectural and Engineering Managers,197180.0,159920.0,163310.0,2022
11-9050,Food Service Managers,231100.0,61310.0,67130.0,2022
11-9051,Food Service Managers,231100.0,61310.0,67130.0,2022
11-9070,Entertainment and Recreation Managers,27750.0,71420.0,82530.0,2022
11-9071,Gambling Managers,4800.0,80710.0,95830.0,2022
11-9072,"Entertainment and Recreation Managers, Except Gambling",22950.0,67220.0,79750.0,2022
11-9080,Lodging Managers,39870.0,61910.0,73230.0,2022
11-9081,Lodging Managers,39870.0,61910.0,73230.0,2022
11-9110,Medical and Health Services Managers,476750.0,104830.0,127980.0,2022
11-9111,Medical and Health Services Managers,476750.0,104830.0,127980.0,2022
